location_x,location_y,remaining_min,power_of_shot,knockout_match,remaining_sec,distance_of_shot,area_of_shot,shot_basics,range_of_shot,type_of_shot,type_of_combined_shot,home/away,lat/lng,game_season,is_goal
0.0,66.0,8.0,2.2601617308413218,0.0,5.0,26.0,Center(C),Goal Line,Less Than 8 ft.,shot - 39,shot - 3,MANU vs. DEN,"42.982923, -71.446094",2004-05,0.0
182.0,189.0,5.932084497957428,2.0,0.0,1.0,46.0,Right Side Center(RC),Penalty Spot,24+ ft.,shot - 13,shot - 3,MANU vs. DEN,"42.982923, -71.446094",2004-05,0.0
0.0,0.0,8.0,3.0,0.0,31.1,20.0,Center(C),Mid Range,Less Than 8 ft.,shot - 39,shot - 1,MANU vs. DEN,"42.982923, -71.446094",2005-06,1.0
0.0,0.0,7.0,3.0,0.0,42.0,20.0,Center(C),Goal Area,Less Than 8 ft.,shot - 4,shot - 3,MANU vs. DEN,"42.982923, -71.446094",2004-05,1.0
0.0,0.0,6.0,3.0,0.0,21.0,20.0,Center(C),Goal Area,Less Than 8 ft.,shot - 39,shot - 1,MANU vs. DEN,"42.982923, -71.446094",2004-05,1.0
-149.0,229.0,5.0,3.0,0.0,42.0,47.0,Left Side Center(LC),Penalty Spot,24+ ft.,shot - 39,shot - 3,MANU vs. DEN,"42.982923, -71.446094",2004-05,1.0
0.0,189.0,35.82,3.0,0.0,15.0,46.0,Right Side Center(RC),Penalty Spot,24+ ft.,shot - 39,shot - 3,MANU vs. DEN,"42.982923, -71.446094",2004-05,0.0
131.0,217.0,1.0,29.68,0.0,27.0,45.0,Right Side Center(RC),Penalty Spot,24+ ft.,shot - 12,shot - 3,MANU vs. DEN,"42.982923, -71.446094",2004-05,0.0
36.0,66.0,7.0,4.0,0.0,37.6,27.0,Center(C),Goal Line,Less Than 8 ft.,shot - 36,shot - 3,MANU vs. DEN,"42.982923, -71.446094",2004-05,1.0
46.0,148.0,5.0,20.18,0.0,33.0,69.7,Center(C),Mid Range,8-16 ft.,shot - 27,shot - 3,MANU vs. DEN,"42.982923, -71.446094",2004-05,0.0
-18.0,115.0,3.0,4.0,0.0,33.0,31.0,Center(C),Goal Line,8-16 ft.,shot - 39,shot - 3,MANU vs. DEN,"42.982923, -71.446094",2004-05,1.0
0.0,0.0,1.0,3.2601617308413218,0.0,47.0,20.0,Center(C),Goal Area,Less Than 8 ft.,shot - 39,shot - 4,MANU vs. DEN,"42.982923, -71.446094",2004-05,1.0
-112.0,179.0,1.0,4.0,0.0,11.0,41.0,Left Side Center(LC),Mid Range,16-24 ft.,shot - 39,shot - 3,MANU vs. DEN,"42.982923, -71.446094",2004-05,1.0
-89.0,-9.0,23.82,2.0,0.0,44.6,28.0,Left Side(L),Mid Range,8-16 ft.,shot - 39,shot - 3,MANU @ SAS,"29.444994, -98.524120",2004-05,0.0
-136.0,219.0,5.0,1.0,0.0,40.0,68.2,Left Side Center(LC),Mid Range,24+ ft.,shot - 39,shot - 3,MANU @ SAS,"29.444994, -98.524120",2004-05,0.0
108.0,183.0,50.82,1.0,0.0,52.0,41.0,Right Side Center(RC),Mid Range,16-24 ft.,shot - 2,shot - 3,MANU @ SAS,"29.444994, -98.524120",2005-06,0.0
6.0,18.0,38.3808,17.18,0.0,60.1,41.2,Center(C),Goal Area,Less Than 8 ft.,shot - 24,shot - 3,MANU @ SAS,"29.444994, -98.524120",2004-05,1.0
64.0,13.0,3.0,38.18,24.176160000000007,32.0,26.0,Center(C),Goal Line,Less Than 8 ft.,shot - 39,shot - 3,MANU @ SAS,"29.444994, -98.524120",2004-05,1.0
-6.0,5.0,1.0,1.0,0.0,66.8928,50.2,Center(C),Goal Area,Less Than 8 ft.,shot - 46,shot - 3,MANU @ SAS,"29.444994, -98.524120",2004-05,1.0
-33.0,61.0,8.0,25.68,0.0,36.1,26.0,Center(C),Goal Line,Less Than 8 ft.,shot - 5,shot - 3,MANU @ SAS,"29.444994, -98.524120",2004-05,0.0
158.0,194.0,7.0,2.0,0.0,52.0,45.0,Center(C),Penalty Spot,24+ ft.,shot - 49,shot - 3,MANU @ SAS,"29.444994, -98.524120",2005-06,0.0
46.0,51.0,6.0,2.0,18.9,1.0,26.0,Center(C),Goal Line,Less Than 8 ft.,shot - 44,shot - 3,MANU @ SAS,"29.444994, -98.524120",2004-05,0.0
16.0,33.0,2.0,2.5,0.0,45.0,22.2,Center(C),Goal Area,Less Than 8 ft.,shot - 39,shot - 3,MANU @ SAS,"29.444994, -98.524120",2005-06,1.0
-179.0,158.0,2.0,2.0,58.964,70.8928,43.0,Left Side Center(LC),Penalty Spot,24+ ft.,shot - 39,shot - 3,MANU @ SAS,"29.444994, -98.524120",2004-05,0.0
-13.0,215.0,7.0,55.18,0.0,37.1,32.7,Center(C),Mid Range,16-24 ft.,shot - 39,shot - 3,MANU @ SAS,"29.444994, -98.524120",2004-05,1.0
-90.0,194.0,5.0,3.0,0.0,48.0,41.0,Left Side Center(LC),Mid Range,16-24 ft.,shot - 8,shot - 3,MANU @ SAS,"29.444994, -98.524120",2004-05,0.0
146.0,171.0,9.0,1.0,0.0,26.6,42.0,Right Side Center(RC),Mid Range,16-24 ft.,shot - 39,shot - 3,MANU @ DAL,"32.757824, -96.786653",2004-05,0.0
-199.0,15.0,3.0,15.68,0.0,4.0,39.0,Left Side(L),Mid Range,16-24 ft.,shot - 39,shot - 3,MANU @ DAL,"32.757824, -96.786653",2005-06,0.0
-228.0,0.0,10.0,2.0,0.0,20.0,42.0,Left Side(L),Left Corner,24+ ft.,shot - 39,shot - 3,MANU @ DAL,"32.757824, -96.786653",2004-05,1.0
-225.0,10.0,2.4320844979574283,2.0,0.0,51.0,42.0,Left Side(L),Left Corner,24+ ft.,shot - 26,shot - 3,MANU @ DAL,"32.757824, -96.786653",2004-05,0.0
-102.0,0.0,4.0,2.0,0.0,34.0,30.0,Left Side(L),Mid Range,8-16 ft.,shot - 39,shot - 3,MANU @ DAL,"32.757824, -96.786653",2004-05,1.0
-197.0,89.0,4.0,2.5,0.0,9.0,30.5,Left Side(L),Mid Range,16-24 ft.,shot - 39,shot - 3,MANU @ DAL,"32.757824, -96.786653",2004-05,0.0
-158.0,10.0,2.0,2.0,0.0,84.6,45.864000000000004,Left Side(L),Mid Range,8-16 ft.,shot - 39,shot - 3,MANU @ DAL,"32.757824, -96.786653",2004-05,1.0
-223.0,46.0,2.0,2.5,0.0,23.0,31.0,Left Side(L),Left Corner,24+ ft.,shot - 39,shot - 3,MANU @ DAL,"32.757824, -96.786653",2005-06,0.0
0.0,0.0,2.0,2.0,25.9,19.0,20.0,Center(C),Goal Area,Less Than 8 ft.,shot - 39,shot - 4,MANU @ DAL,"32.757824, -96.786653",2005-06,1.0
0.0,0.0,1.0,2.0,0.0,54.0,20.0,Center(C),Goal Area,Less Than 8 ft.,shot - 39,shot - 4,MANU @ DAL,"32.757824, -96.786653",2004-05,1.0
-207.0,3.0,1.0,2.0,0.0,16.5,42.864000000000004,Left Side(L),Mid Range,16-24 ft.,shot - 45,shot - 3,MANU @ SAC,"32.757824, -96.786653",2004-05,0.0
85.0,155.0,0.0,2.0,0.0,7.0,50.2,Right Side Center(RC),Mid Range,16-24 ft.,shot - 39,shot - 3,MANU @ DAL,"32.757824, -96.786653",2004-05,0.0
-154.0,138.0,10.0,3.0,0.0,43.0,40.0,Left Side Center(LC),Mid Range,16-24 ft.,shot - 39,shot - 3,MANU @ DAL,"32.757824, -96.786653",2004-05,1.0
0.0,0.0,10.0,4.0,0.0,47.0,20.0,Center(C),Goal Area,Less Than 8 ft.,shot - 39,shot - 4,MANU @ DAL,"32.757824, -96.786653",2004-05,0.0
0.0,0.0,10.0,3.2601617308413218,0.0,7.0,20.0,Center(C),Goal Area,Less Than 8 ft.,shot - 39,shot - 4,MANU @ DAL,"32.757824, -96.786653",2004-05,0.0
107.0,225.0,7.0,4.0,47.304,3.5,44.0,Right Side Center(RC),Penalty Spot,24+ ft.,shot - 37,shot - 3,MANU @ DAL,"32.757824, -96.786653",2004-05,1.0
187.0,169.0,54.82,4.0,54.9,32.0,70.7,Right Side Center(RC),Penalty Spot,24+ ft.,shot - 39,shot - 3,MANU @ DAL,"32.757824, -96.786653",2004-05,0.0
230.0,0.0,6.0,4.0,0.0,27.0,43.0,Right Side(R),Right Corner,24+ ft.,shot - 39,shot - 3,MANU @ DAL,"32.757824, -96.786653",2005-06,1.0
0.0,0.0,5.0,4.0,0.0,18.0,20.0,Center(C),Goal Area,Less Than 8 ft.,shot - 39,shot - 3,MANU @ DAL,"32.757824, -96.786653",2004-05,0.0
117.0,220.0,2.0,15.440161730841321,0.0,58.3928,32.0,Right Side Center(RC),Penalty Spot,24+ ft.,shot - 23,shot - 3,MANU @ DAL,"32.757824, -96.786653",2005-06,0.0
-151.0,38.0,11.0,1.0,47.4,43.0,35.0,Left Side(L),Mid Range,8-16 ft.,shot - 39,shot - 3,MANU vs. HOU,"42.982923, -71.446094",2004-05,0.0
0.0,0.0,17.32,1.0,0.0,9.0,28.364,Center(C),Goal Area,Less Than 8 ft.,shot - 39,shot - 1,MANU vs. HOU,"42.982923, -71.446094",2004-05,1.0
113.0,135.0,8.0,1.0,0.0,48.6,37.0,Right Side Center(RC),Mid Range,16-24 ft.,shot - 39,shot - 3,MANU vs. HOU,"42.982923, -71.446094",2004-05,0.0
94.0,-1.0,7.0,1.0,0.0,52.0,29.0,Right Side(R),Mid Range,8-16 ft.,shot - 39,shot - 3,MANU vs. HOU,"42.982923, -71.446094",2004-05,0.0
-103.0,186.0,3.0,2.0,52.464,49.0,41.0,Left Side Center(LC),Mid Range,16-24 ft.,shot - 39,shot - 3,MANU vs. HOU,"42.982923, -71.446094",2004-05,0.0
44.0,54.0,9.0,55.18,0.0,3.0,26.0,Center(C),Goal Line,Less Than 8 ft.,shot - 44,shot - 3,MANU vs. HOU,"42.982923, -71.446094",2004-05,1.0
-66.0,95.0,4.0,2.0,0.0,3.0,31.0,Left Side(L),Goal Line,8-16 ft.,shot - 38,shot - 3,MANU @ SAC,"42.982923, -71.446094",2004-05,0.0
187.0,189.0,6.0,2.0,0.0,45.0,46.0,Right Side Center(RC),Penalty Spot,24+ ft.,shot - 28,shot - 3,MANU vs. HOU,"42.982923, -71.446094",2004-05,1.0
-136.0,74.0,5.0,2.0,57.804,3.0,35.0,Left Side(L),Mid Range,8-16 ft.,shot - 39,shot - 3,MANU vs. HOU,"42.982923, -71.446094",2004-05,1.0
-143.0,115.0,4.0,2.0,0.0,36.0,38.0,Left Side Center(LC),Mid Range,16-24 ft.,shot - 52,shot - 3,MANU vs. HOU,"42.982923, -71.446094",2005-06,1.0
-131.0,66.0,11.0,3.0,0.0,25.0,34.0,Left Side(L),Mid Range,8-16 ft.,shot - 49,shot - 3,MANU vs. HOU,"42.982923, -71.446094",2004-05,0.0
71.0,23.0,8.0,3.0,0.0,4.0,54.7,Center(C),Goal Line,Less Than 8 ft.,shot - 39,shot - 3,MANU vs. HOU,"42.982923, -71.446094",2004-05,0.0
-31.0,280.0,3.0,3.0,0.0,52.8928,48.0,Center(C),Penalty Spot,24+ ft.,shot - 39,shot - 3,MANU vs. HOU,"42.982923, -71.446094",2004-05,0.0
-168.0,8.0,57.32,4.0,0.0,40.0,36.0,Center(C),Mid Range,16-24 ft.,shot - 51,shot - 3,MANU vs. HOU,"42.982923, -71.446094",2004-05,1.0
-99.0,64.0,7.432084497957428,3.2601617308413218,0.0,38.0,39.7,Left Side(L),Mid Range,8-16 ft.,shot - 39,shot - 3,MANU vs. HOU,"42.982923, -71.446094",2004-05,1.0
-153.0,100.0,5.0,4.0,0.0,41.0,38.0,Left Side(L),Mid Range,16-24 ft.,shot - 39,shot - 3,MANU vs. HOU,"42.982923, -71.446094",2005-06,0.0
0.0,0.0,5.0,4.0,36.804,42.1,20.0,Center(C),Goal Area,Less Than 8 ft.,shot - 39,shot - 1,MANU vs. HOU,"42.982923, -71.446094",2004-05,1.0
113.0,120.0,62.82,1.0,0.0,14.1,37.2,Right Side Center(RC),Mid Range,16-24 ft.,shot - 9,shot - 3,MANU @ MIN,"46.667324, -94.419250",2004-05,1.0
-79.0,164.0,5.0,1.0,0.0,40.0,38.0,Left Side Center(LC),Mid Range,16-24 ft.,shot - 36,shot - 3,MANU @ MIN,"46.667324, -94.419250",2004-05,1.0
172.0,179.0,0.0,59.18,0.0,38.1,44.0,Right Side Center(RC),Penalty Spot,24+ ft.,shot - 33,shot - 3,MANU @ MIN,"46.667324, -94.419250",2004-05,1.0
-174.0,189.0,4.0,2.0,0.0,27.0,32.5,Left Side Center(LC),Mid Range,24+ ft.,shot - 12,shot - 3,MANU @ MIN,"46.667324, -94.419250",2004-05,1.0
190.0,155.0,4.0,36.8,53.964,39.0,32.0,Right Side Center(RC),Penalty Spot,24+ ft.,shot - 39,shot - 3,MANU @ MIN,"46.667324, -94.419250",2004-05,1.0
-232.0,110.0,10.0,3.0,0.0,81.8928,45.0,Left Side Center(LC),Penalty Spot,24+ ft.,shot - 15,shot - 3,MANU @ MIN,"46.667324, -94.419250",2004-05,0.0
-113.0,143.0,9.0,3.0,48.464,21.0,38.0,Left Side Center(LC),Mid Range,16-24 ft.,shot - 39,shot - 3,MANU @ MIN,"46.667324, -94.419250",2004-05,0.0
-61.0,179.0,7.0,13.68,0.0,23.0,38.0,Left Side Center(LC),Mid Range,16-24 ft.,shot - 12,shot - 3,MANU @ MIN,"46.667324, -94.419250",2005-06,0.0
-199.0,171.0,5.0,3.0,0.0,26.0,46.0,Left Side Center(LC),Penalty Spot,24+ ft.,shot - 39,shot - 3,MANU @ SAC,"46.667324, -94.419250",2004-05,0.0
-128.0,212.0,37.32,3.0,0.0,61.3928,44.0,Left Side Center(LC),Mid Range,24+ ft.,shot - 51,shot - 3,MANU @ MIN,"46.667324, -94.419250",2005-06,1.0
66.0,240.0,13.82,3.0,0.0,23.0,44.0,Center(C),Penalty Spot,24+ ft.,shot - 39,shot - 3,MANU @ MIN,"46.667324, -94.419250",2004-05,0.0
117.0,230.0,0.0,3.0,21.464,9.0,48.7,Right Side Center(RC),Penalty Spot,24+ ft.,shot - 1,shot - 3,MANU @ MIN,"46.667324, -94.419250",2004-05,0.0
0.0,0.0,2.0,17.18,0.0,25.0,20.0,Center(C),Goal Area,Less Than 8 ft.,shot - 39,shot - 4,MANU @ MIN,"46.667324, -94.419250",2004-05,0.0
-209.0,137.0,1.0,4.0,0.0,44.0,70.2,Left Side Center(LC),Mid Range,24+ ft.,shot - 40,shot - 3,MANU @ MIN,"46.667324, -94.419250",2004-05,1.0
0.0,0.0,11.0,1.0,0.0,28.0,20.0,Center(C),Goal Area,Less Than 8 ft.,shot - 39,shot - 4,MANU @ DEN,"39.739968, -104.954013",2004-05,1.0
164.0,71.0,5.0,1.0,0.0,39.0,37.0,Right Side(R),Mid Range,16-24 ft.,shot - 39,shot - 3,MANU @ DEN,"39.739968, -104.954013",2004-05,1.0
-233.0,8.0,3.0,1.0,0.0,22.0,43.0,Left Side(L),Left Corner,24+ ft.,shot - 39,shot - 3,MANU @ DEN,"39.739968, -104.954013",2004-05,0.0
-187.0,156.0,13.82,1.0,0.0,35.1,44.0,Left Side Center(LC),Penalty Spot,24+ ft.,shot - 39,shot - 3,MANU @ DEN,"39.739968, -104.954013",2004-05,1.0
-225.0,122.0,0.0,7.3,0.0,30.0,45.0,Left Side Center(LC),Penalty Spot,24+ ft.,shot - 39,shot - 3,MANU @ DEN,"39.739968, -104.954013",2004-05,0.0
-220.0,161.0,10.0,26.68,0.0,8.0,47.0,Left Side Center(LC),Penalty Spot,24+ ft.,shot - 25,shot - 3,MANU @ DEN,"39.739968, -104.954013",2004-05,0.0
156.0,41.0,3.0,2.0,0.0,3.0,58.7,Right Side(R),Mid Range,16-24 ft.,shot - 39,shot - 3,MANU @ DEN,"39.739968, -104.954013",2004-05,0.0
77.0,43.0,11.0,3.0,0.0,43.0,32.2,Right Side(R),Goal Line,8-16 ft.,shot - 44,shot - 3,MANU @ DEN,"39.739968, -104.954013",2004-05,1.0
-227.0,-14.0,7.0,3.0,0.0,21.0,31.0,Left Side(L),Left Corner,Less Than 8 ft.,shot - 39,shot - 3,MANU @ DEN,"39.739968, -104.954013",2005-06,0.0
204.0,166.0,4.0,3.0,0.0,58.0,46.0,Right Side Center(RC),Penalty Spot,24+ ft.,shot - 29,shot - 3,MANU @ SAC,"39.739968, -104.954013",2004-05,0.0
199.0,189.0,6.0,22.68,0.0,52.0,47.0,Right Side Center(RC),Penalty Spot,24+ ft.,shot - 39,shot - 3,MANU @ DEN,"39.739968, -104.954013",2005-06,0.0
-131.0,112.0,10.0,1.0,0.0,18.0,37.0,Left Side Center(LC),Mid Range,16-24 ft.,shot - 52,shot - 3,MANU vs. CLE,"42.982923, -71.446094",2005-06,1.0
-154.0,0.0,29.6,1.0,0.0,23.0,45.364000000000004,Left Side(L),Mid Range,8-16 ft.,shot - 39,shot - 3,MANU @ CLE,"41.484971, -81.671552",2005-06,0.0
39.0,15.0,49.6,2.0,0.0,6.0,24.0,Center(C),Goal Line,Less Than 8 ft.,shot - 39,shot - 3,MANU @ CLE,"41.484971, -81.671552",2004-05,0.0
15.0,-6.0,5.0,24.18,15.4,28.0,21.0,Center(C),Goal Area,Less Than 8 ft.,shot - 39,shot - 3,MANU @ CLE,"41.484971, -81.671552",2004-05,0.0
1.0,-8.0,4.0,1.0,0.0,35.0,20.0,Center(C),Goal Area,Less Than 8 ft.,shot - 4,shot - 3,MANU @ CLE,"41.484971, -81.671552",2004-05,1.0
187.0,178.0,0.0,1.0,31.9,88.3608,45.0,Right Side Center(RC),Penalty Spot,24+ ft.,shot - 13,shot - 3,MANU @ CLE,"41.484971, -81.671552",2005-06,1.0
148.0,163.0,11.82,34.18,0.0,21.0,42.0,Right Side Center(RC),Mid Range,16-24 ft.,shot - 29,shot - 3,MANU @ SAC,"41.484971, -81.671552",2004-05,1.0
-205.0,71.0,1.0,2.0,0.0,36.8928,41.0,Left Side(L),Mid Range,16-24 ft.,shot - 52,shot - 3,MANU @ CLE,"41.484971, -81.671552",2004-05,1.0
1.0,8.0,0.0,24.18,0.0,1.0,29.7,Center(C),Goal Area,Less Than 8 ft.,shot - 39,shot - 4,MANU @ CLE,"41.484971, -81.671552",2004-05,1.0
95.0,22.0,0.0,14.940161730841321,0.0,31.6,42.7,Right Side(R),Mid Range,8-16 ft.,shot - 54,shot - 3,MANU @ CLE,"41.484971, -81.671552",2004-05,0.0
233.0,28.0,59.6,32.68,0.0,53.0,43.0,Right Side(R),Right Corner,24+ ft.,shot - 50,shot - 3,MANU @ CLE,"41.484971, -81.671552",2004-05,0.0
1.0,-1.0,56.82,3.0,0.0,33.0,20.0,Center(C),Goal Area,Less Than 8 ft.,shot - 4,shot - 3,MANU @ CLE,"41.484971, -81.671552",2004-05,0.0
16.0,-3.0,38.32,37.18,0.0,5.0,20.5,Center(C),Goal Area,Less Than 8 ft.,shot - 39,shot - 4,MANU @ CLE,"41.484971, -81.671552",2005-06,0.0
0.0,13.0,1.0,3.0,0.0,26.0,21.0,Center(C),Goal Area,Less Than 8 ft.,shot - 39,shot - 3,MANU @ CLE,"41.484971, -81.671552",2004-05,0.0
3.0,10.0,0.0,3.0,0.0,75.8608,21.0,Center(C),Goal Area,Less Than 8 ft.,shot - 39,shot - 1,MANU @ CLE,"41.484971, -81.671552",2004-05,1.0
-225.0,0.0,8.0,4.0,0.0,78.3928,45.0,Left Side Center(LC),Penalty Spot,24+ ft.,shot - 39,shot - 3,MANU @ SAC,"41.484971, -81.671552",2004-05,0.0
15.0,43.0,42.6,4.0,0.0,50.0,24.0,Center(C),Goal Line,Less Than 8 ft.,shot - 39,shot - 3,MANU @ CLE,"41.484971, -81.671552",2004-05,0.0
131.0,210.0,34.82,4.0,0.0,73.1,44.0,Right Side Center(RC),Penalty Spot,24+ ft.,shot - 36,shot - 3,MANU @ CLE,"41.484971, -81.671552",2004-05,0.0
-3.0,51.0,8.0,1.0,0.0,32.0,25.0,Center(C),Goal Line,Less Than 8 ft.,shot - 39,shot - 4,MANU vs. UTA,"42.982923, -71.446094",2004-05,1.0
0.0,0.0,5.0,1.0,51.804,45.0,20.0,Center(C),Goal Area,Less Than 8 ft.,shot - 39,shot - 4,MANU vs. UTA,"42.982923, -71.446094",2005-06,1.0
166.0,-11.0,5.0,1.0,0.0,5.0,36.0,Right Side(R),Mid Range,16-24 ft.,shot - 39,shot - 3,MANU vs. UTA,"42.982923, -71.446094",2005-06,1.0
24.0,257.0,52.6,2.0,0.0,46.1,45.0,Center(C),Penalty Spot,24+ ft.,shot - 36,shot - 3,MANU vs. UTA,"42.982923, -71.446094",2005-06,0.0
-158.0,107.0,4.0,25.18,0.0,57.0,39.0,Left Side(L),Mid Range,16-24 ft.,shot - 39,shot - 3,MANU vs. UTA,"42.982923, -71.446094",2004-05,1.0
0.0,0.0,7.0,2.0,0.0,63.1,20.0,Center(C),Goal Area,Less Than 8 ft.,shot - 39,shot - 4,MANU vs. UTA,"42.982923, -71.446094",2004-05,1.0
0.0,0.0,3.0,2.0,0.0,56.0,20.0,Center(C),Goal Area,Less Than 8 ft.,shot - 39,shot - 1,MANU @ SAC,"42.982923, -71.446094",2004-05,1.0
77.0,255.0,3.0,2.0,52.304,19.0,36.7,Center(C),Penalty Spot,24+ ft.,shot - 12,shot - 3,MANU vs. UTA,"42.982923, -71.446094",2004-05,0.0
0.0,72.0,47.6,2.7601617308413218,0.0,24.0,33.0,Center(C),Mid Range,8-16 ft.,shot - 52,shot - 3,MANU vs. UTA,"42.982923, -71.446094",2004-05,1.0
0.0,0.0,3.0,3.0,0.0,32.6,20.0,Center(C),Goal Area,Less Than 8 ft.,shot - 39,shot - 4,MANU vs. UTA,"42.982923, -71.446094",2004-05,1.0
112.0,220.0,4.0,3.2601617308413218,11.9,42.1,44.0,Right Side Center(RC),Penalty Spot,24+ ft.,shot - 36,shot - 3,MANU vs. UTA,"42.982923, -71.446094",2004-05,1.0
0.0,0.0,3.0,4.0,0.0,1.0,20.0,Center(C),Goal Area,Less Than 8 ft.,shot - 39,shot - 3,MANU vs. UTA,"42.982923, -71.446094",2004-05,0.0
-123.0,0.0,4.0,1.0,0.0,13.0,44.0,Left Side Center(LC),Penalty Spot,24+ ft.,shot - 50,shot - 3,MANU vs. BOS,"42.982923, -71.446094",2004-05,0.0
0.0,0.0,3.0,1.0,0.0,23.0,20.0,Center(C),Goal Area,Less Than 8 ft.,shot - 32,shot - 3,MANU vs. BOS,"42.982923, -71.446094",2004-05,1.0
230.0,-8.0,0.0,12.18,0.0,45.8928,43.0,Right Side(R),Right Corner,24+ ft.,shot - 12,shot - 3,MANU vs. BOS,"42.982923, -71.446094",2004-05,0.0
172.0,26.0,25.6,2.0,0.0,16.0,37.0,Right Side(R),Mid Range,16-24 ft.,shot - 32,shot - 3,MANU vs. BOS,"42.982923, -71.446094",2004-05,0.0
102.0,0.0,7.0,39.8,16.9,8.0,39.2,Right Side(R),Mid Range,8-16 ft.,shot - 47,shot - 3,MANU vs. BOS,"42.982923, -71.446094",2005-06,0.0
0.0,0.0,6.0,2.0,0.0,23.0,20.0,Center(C),Mid Range,Less Than 8 ft.,shot - 39,shot - 3,MANU vs. BOS,"42.982923, -71.446094",2004-05,0.0
0.0,0.0,4.0,2.0,0.0,82.3928,16.2,Center(C),Goal Area,Less Than 8 ft.,shot - 39,shot - 4,MANU vs. BOS,"42.982923, -71.446094",2004-05,1.0
0.0,0.0,2.0,2.0,0.0,30.0,20.0,Center(C),Goal Area,Less Than 8 ft.,shot - 39,shot - 4,MANU vs. BOS,"42.982923, -71.446094",2004-05,1.0
0.0,0.0,10.0,3.0,0.0,33.6,20.0,Center(C),Goal Area,Less Than 8 ft.,shot - 39,shot - 3,MANU vs. BOS,"42.982923, -71.446094",2004-05,1.0
0.0,0.0,9.0,1.0,0.0,43.3928,20.0,Center(C),Goal Area,Less Than 8 ft.,shot - 4,shot - 3,MANU @ POR,"45.539131, -122.651648",2004-05,1.0
51.0,2.0,2.0,1.0,0.0,6.0,25.0,Center(C),Goal Line,Less Than 8 ft.,shot - 39,shot - 3,MANU @ POR,"45.539131, -122.651648",2004-05,1.0
176.0,161.0,8.0,2.0,0.0,3.0,43.0,Right Side Center(RC),Penalty Spot,24+ ft.,shot - 39,shot - 3,MANU @ POR,"45.539131, -122.651648",2004-05,1.0
130.0,141.0,6.0,2.0,0.0,43.8928,62.2,Right Side Center(RC),Mid Range,Less Than 8 ft.,shot - 39,shot - 3,MANU @ POR,"45.539131, -122.651648",2005-06,1.0
0.0,0.0,43.32,2.0,0.0,0.0,20.0,Center(C),Goal Area,Less Than 8 ft.,shot - 39,shot - 3,MANU @ POR,"45.539131, -122.651648",2005-06,0.0
-121.0,0.0,0.0,21.3,0.0,33.0,44.0,Left Side Center(LC),Penalty Spot,Less Than 8 ft.,shot - 39,shot - 3,MANU @ POR,"45.539131, -122.651648",2005-06,0.0
-202.0,0.0,10.0,16.18,0.0,0.0,30.0,Left Side(L),Mid Range,16-24 ft.,shot - 36,shot - 3,MANU @ POR,"45.539131, -122.651648",2005-06,0.0
143.0,197.0,27.32,3.0,56.464,0.0,44.0,Right Side Center(RC),Penalty Spot,24+ ft.,shot - 52,shot - 3,MANU @ SAC,"45.539131, -122.651648",2004-05,0.0
0.0,0.0,24.6,14.18,0.0,23.0,20.0,Center(C),Goal Area,Less Than 8 ft.,shot - 24,shot - 3,MANU @ POR,"45.539131, -122.651648",2005-06,1.0
0.0,0.0,5.0,4.0,51.9,46.0,20.0,Center(C),Goal Area,Less Than 8 ft.,shot - 39,shot - 3,MANU @ POR,"45.539131, -122.651648",2005-06,0.0
0.0,0.0,2.0,4.0,0.0,48.0,20.0,Center(C),Goal Area,Less Than 8 ft.,shot - 39,shot - 3,MANU @ POR,"45.539131, -122.651648",2004-05,1.0
67.0,201.0,1.0,4.0,64.464,36.1,41.0,Right Side Center(RC),Mid Range,16-24 ft.,shot - 39,shot - 3,MANU @ POR,"45.539131, -122.651648",2004-05,0.0
0.0,0.0,4.0,56.68,0.0,72.3928,20.0,Center(C),Goal Area,Less Than 8 ft.,shot - 39,shot - 3,MANU vs. DET,"42.982923, -71.446094",2004-05,1.0
0.0,0.0,9.0,22.68,0.0,26.0,20.0,Center(C),Goal Area,Less Than 8 ft.,shot - 4,shot - 3,MANU vs. DET,"42.982923, -71.446094",2004-05,1.0
-3.0,20.0,41.82,2.0,0.0,32.0,22.0,Center(C),Goal Area,Less Than 8 ft.,shot - 46,shot - 3,MANU vs. DET,"42.982923, -71.446094",2004-05,1.0
-97.0,137.0,7.0,39.18,0.0,60.6,36.0,Left Side Center(LC),Mid Range,16-24 ft.,shot - 39,shot - 3,MANU vs. DET,"42.982923, -71.446094",2005-06,1.0
-108.0,23.0,5.0,2.0,0.0,22.0,29.2,Left Side(L),Mid Range,8-16 ft.,shot - 26,shot - 3,MANU vs. DET,"42.982923, -71.446094",2005-06,0.0
166.0,192.0,14.1,2.0,0.0,63.8928,45.0,Center(C),Penalty Spot,24+ ft.,shot - 39,shot - 3,MANU vs. DET,"42.982923, -71.446094",2005-06,0.0
-38.0,59.0,22.82,60.68,0.0,55.0,55.2,Center(C),Goal Line,Less Than 8 ft.,shot - 39,shot - 3,MANU vs. DET,"42.982923, -71.446094",2004-05,0.0
-223.0,166.0,0.0,3.0,27.804,54.0,47.0,Left Side Center(LC),Penalty Spot,24+ ft.,shot - 39,shot - 3,MANU vs. DET,"42.982923, -71.446094",2004-05,1.0
154.0,153.0,0.0,3.0,0.0,30.0,41.0,Right Side Center(RC),Mid Range,16-24 ft.,shot - 39,shot - 3,MANU vs. DET,"42.982923, -71.446094",2004-05,0.0
