match_event_id,location_x,location_y,remaining_min,power_of_shot,knockout_match,game_season,remaining_sec,distance_of_shot,is_goal,area_of_shot,shot_basics,range_of_shot,team_name,date_of_game,home/away,shot_id_number,lat/lng,type_of_shot,type_of_combined_shot,match_id,team_id,remaining_min.1,power_of_shot.1,knockout_match.1,remaining_sec.1,distance_of_shot.1
236.0,0.0,0.0,2.0,2.0,0.0,2003-04,13.0,20.0,1.0,,Goal Area,Less Than 8 ft.,Manchester United,2004-03-26,MANU vs. MIN,5975.0,"42.982923, -71.446094",shot - 46,,20301046,1610612747,2.0,2.0,0.0,13.0,86.4
244.0,10.0,10.0,1.0,2.0,0.0,2003-04,8.0,21.0,1.0,Center(C),Goal Area,Less Than 8 ft.,Manchester United,2004-03-26,MANU vs. MIN,5976.0,"42.982923, -71.446094",shot - 4,,20301046,1610612747,97.64,2.0,0.0,8.0,21.0
248.0,118.0,232.0,0.0,2.0,0.0,,35.0,46.0,0.0,Right Side Center(RC),Penalty Spot,24+ ft.,Manchester United,2004-03-26,MANU vs. MIN,5977.0,"42.982923, -71.446094",shot - 53,,20301046,1610612747,,2.0,0.0,35.0,46.0
293.0,0.0,0.0,10.0,3.0,0.0,2003-04,18.0,20.0,1.0,Center(C),Goal Area,Less Than 8 ft.,Manchester United,,MANU vs. MIN,5979.0,"42.982923, -71.446094",,shot - 4,20301046,1610612747,10.0,3.0,0.0,18.0,20.0
296.0,0.0,0.0,9.0,3.0,0.0,2003-04,40.0,20.0,1.0,Center(C),Goal Area,Less Than 8 ft.,Manchester United,2004-03-26,MANU vs. MIN,5980.0,"42.982923, -71.446094",,shot - 4,20301046,1610612747,96.64,3.0,0.0,40.0,20.0
311.0,0.0,0.0,7.0,3.0,0.0,2003-04,32.0,20.0,1.0,Center(C),,Less Than 8 ft.,Manchester United,2004-03-26,MANU vs. MIN,5982.0,"42.982923, -71.446094",shot - 39,,20301046,1610612747,30.64,,0.0,32.0,40.4
317.0,177.0,176.0,6.0,3.0,0.0,,29.0,44.0,1.0,Right Side Center(RC),Penalty Spot,24+ ft.,Manchester United,2004-03-26,MANU vs. MIN,5983.0,"42.982923, -71.446094",,shot - 3,20301046,1610612747,6.0,3.0,0.0,29.0,44.0
360.0,44.0,143.0,2.0,3.0,0.0,2003-04,11.0,34.0,1.0,Center(C),Mid Range,8-16 ft.,Manchester United,2004-03-26,MANU vs. MIN,5984.0,"42.982923, -71.446094",,shot - 3,20301046,1610612747,2.0,56.36,0.0,11.0,34.0
363.0,163.0,199.0,1.0,3.0,0.0,2003-04,50.0,45.0,0.0,Right Side Center(RC),Penalty Spot,24+ ft.,Manchester United,2004-03-26,MANU vs. MIN,5985.0,"42.982923, -71.446094",,shot - 3,20301046,1610612747,104.64,3.0,,50.0,45.0
449.0,-159.0,-23.0,6.0,4.0,0.0,,45.0,,1.0,Left Side(L),Mid Range,16-24 ft.,Manchester United,2004-03-26,MANU vs. MIN,5986.0,"42.982923, -71.446094",shot - 0,,20301046,1610612747,110.2,4.0,0.0,45.0,36.0
471.0,43.0,173.0,4.0,4.0,0.0,2003-04,43.0,37.0,0.0,Center(C),Mid Range,16-24 ft.,Manchester United,2004-03-26,MANU vs. MIN,5987.0,"42.982923, -71.446094",shot - 28,,20301046,1610612747,4.0,4.0,,43.0,74.4
7.0,-2.0,69.0,11.0,1.0,0.0,2003-04,4.0,26.0,1.0,Center(C),Goal Line,Less Than 8 ft.,Manchester United,2004-03-28,MANU vs. UTA,5988.0,"42.982923, -71.446094",shot - 44,,20301063,1610612747,35.64,1.0,0.0,4.0,71.4
15.0,-56.0,86.0,,1.0,0.0,2003-04,22.0,30.0,1.0,,Goal Line,8-16 ft.,Manchester United,2004-03-28,MANU vs. UTA,5989.0,"42.982923, -71.446094",,shot - 3,20301063,1610612747,10.0,1.0,0.0,22.0,16.4
29.0,-140.0,178.0,8.0,1.0,0.0,2003-04,11.0,,0.0,Left Side Center(LC),Mid Range,16-24 ft.,Manchester United,2004-03-28,MANU vs. UTA,5990.0,"42.982923, -71.446094",,shot - 3,20301063,1610612747,85.2,1.0,0.0,11.0,56.4
,0.0,0.0,5.0,1.0,0.0,2003-04,39.0,20.0,1.0,Center(C),Goal Area,Less Than 8 ft.,Manchester United,2004-03-28,MANU vs. UTA,5991.0,"42.982923, -71.446094",shot - 18,,20301063,1610612747,83.2,100.36,0.0,101.7856,20.0
56.0,,,3.0,1.0,0.0,,56.0,35.0,0.0,Right Side(R),Mid Range,8-16 ft.,Manchester United,2004-03-28,MANU vs. UTA,5992.0,"42.982923, -71.446094",,shot - 3,20301063,1610612747,31.64,1.0,0.0,56.0,35.0
68.0,-149.0,153.0,2.0,1.0,0.0,2003-04,58.0,41.0,0.0,Left Side Center(LC),Mid Range,16-24 ft.,Manchester United,2004-03-28,MANU vs. UTA,5993.0,"42.982923, -71.446094",shot - 3,,20301063,1610612747,2.0,78.36,0.0,58.0,41.0
172.0,113.0,224.0,5.0,2.0,0.0,2003-04,36.0,45.0,0.0,Right Side Center(RC),Penalty Spot,24+ ft.,Manchester United,2004-03-28,,5994.0,"42.982923, -71.446094",shot - 37,,20301063,1610612747,110.2,2.0,0.0,36.0,45.0
223.0,-115.0,66.0,0.0,2.0,0.0,,16.0,33.0,0.0,,Mid Range,8-16 ft.,Manchester United,2004-03-28,MANU vs. UTA,5995.0,"42.982923, -71.446094",shot - 53,,20301063,1610612747,0.0,2.0,0.0,16.0,33.0
236.0,-66.0,43.0,11.0,3.0,,2003-04,45.0,27.0,0.0,Center(C),Goal Line,Less Than 8 ft.,Manchester United,2004-03-28,MANU vs. UTA,5996.0,"42.982923, -71.446094",,shot - 3,20301063,1610612747,11.0,,86.60799999999999,45.0,27.0
274.0,46.0,58.0,8.0,3.0,0.0,2003-04,7.0,27.0,0.0,Center(C),Goal Line,,Manchester United,2004-03-28,MANU vs. UTA,5998.0,"42.982923, -71.446094",shot - 41,,20301063,1610612747,62.2,3.0,0.0,7.0,27.0
277.0,-69.0,72.0,7.0,3.0,0.0,,31.0,29.0,0.0,Left Side(L),Goal Line,8-16 ft.,Manchester United,2004-03-28,MANU vs. UTA,5999.0,"42.982923, -71.446094",,shot - 3,20301063,1610612747,7.0,3.0,0.0,31.0,64.4
285.0,74.0,31.0,7.0,3.0,0.0,2003-04,18.0,28.0,0.0,Right Side(R),Goal Line,8-16 ft.,Manchester United,2004-03-28,MANU vs. UTA,6000.0,"42.982923, -71.446094",shot - 36,,20301063,1610612747,7.0,3.0,0.0,18.0,28.0
287.0,57.0,35.0,7.0,3.0,0.0,2003-04,14.0,26.0,1.0,Center(C),Goal Line,Less Than 8 ft.,Manchester United,,MANU vs. UTA,6001.0,"42.982923, -71.446094",,shot - 3,20301063,1610612747,7.0,3.0,69.8,,26.0
333.0,140.0,235.0,2.0,3.0,0.0,2003-04,8.0,47.0,1.0,Right Side Center(RC),Penalty Spot,24+ ft.,Manchester United,2004-03-28,MANU vs. UTA,6002.0,"42.982923, -71.446094",shot - 21,,20301063,1610612747,2.0,3.0,0.0,89.7856,47.0
345.0,39.0,72.0,0.0,3.0,0.0,2003-04,40.0,28.0,0.0,Center(C),Goal Line,8-16 ft.,Manchester United,,MANU vs. UTA,6003.0,"42.982923, -71.446094",,shot - 3,20301063,1610612747,0.0,3.0,0.0,89.2,28.0
365.0,-161.0,214.0,11.0,4.0,0.0,2003-04,36.0,46.0,0.0,Left Side Center(LC),Penalty Spot,24+ ft.,Manchester United,2004-03-28,MANU vs. UTA,6004.0,"42.982923, -71.446094",,shot - 3,20301063,1610612747,11.0,4.0,0.0,63.7856,46.0
378.0,-26.0,125.0,9.0,4.0,0.0,2003-04,49.0,32.0,1.0,Center(C),Goal Line,8-16 ft.,Manchester United,2004-03-28,MANU vs. UTA,6006.0,"42.982923, -71.446094",shot - 17,,20301063,1610612747,9.0,4.0,0.0,81.2,32.0
380.0,0.0,0.0,8.0,4.0,0.0,2003-04,51.0,20.0,1.0,Center(C),Goal Area,Less Than 8 ft.,Manchester United,2004-03-28,MANU vs. UTA,6007.0,"42.982923, -71.446094",shot - 4,,20301063,1610612747,8.0,93.36,0.0,51.0,20.0
435.0,0.0,0.0,4.0,4.0,0.0,2003-04,15.0,20.0,0.0,Center(C),Goal Area,Less Than 8 ft.,Manchester United,2004-03-28,MANU vs. UTA,6008.0,,shot - 4,,20301063,1610612747,4.0,4.0,0.0,23.2,
21.0,0.0,0.0,9.0,1.0,0.0,,25.0,20.0,0.0,Center(C),Goal Area,Less Than 8 ft.,Manchester United,2004-03-30,MANU vs. NOH,6012.0,"42.982923, -71.446094",,shot - 4,20301075,1610612747,9.0,79.36,0.0,25.0,
47.0,36.0,33.0,6.0,1.0,0.0,2003-04,31.0,24.0,1.0,Center(C),Goal Line,Less Than 8 ft.,Manchester United,2004-03-30,MANU vs. NOH,6013.0,"42.982923, -71.446094",,shot - 2,20301075,1610612747,6.0,1.0,119.60799999999999,31.0,24.0
75.0,0.0,0.0,3.0,1.0,0.0,2003-04,28.0,20.0,0.0,Center(C),Goal Area,Less Than 8 ft.,Manchester United,2004-03-30,MANU vs. NOH,6014.0,"42.982923, -71.446094",,shot - 4,20301075,1610612747,3.0,1.0,0.0,28.0,20.0
102.0,0.0,0.0,0.0,1.0,0.0,2003-04,40.0,20.0,1.0,Center(C),Goal Area,Less Than 8 ft.,Manchester United,2004-03-30,,6016.0,"42.982923, -71.446094",shot - 39,,20301075,1610612747,0.0,1.0,0.0,40.0,20.0
182.0,154.0,210.0,3.0,2.0,0.0,,10.0,46.0,0.0,Right Side Center(RC),Penalty Spot,24+ ft.,Manchester United,2004-03-30,MANU vs. NOH,6019.0,"42.982923, -71.446094",,shot - 3,20301075,1610612747,3.0,2.0,0.0,10.0,46.0
208.0,95.0,248.0,0.0,2.0,0.0,2003-04,30.0,46.0,0.0,Right Side Center(RC),Penalty Spot,24+ ft.,Manchester United,2004-03-30,MANU vs. NOH,6020.0,"42.982923, -71.446094",,shot - 3,20301075,1610612747,0.0,2.0,0.0,30.0,
211.0,-43.0,46.0,0.0,,0.0,2003-04,0.0,26.0,0.0,Center(C),Goal Line,Less Than 8 ft.,Manchester United,2004-03-30,MANU vs. NOH,6021.0,"42.982923, -71.446094",,shot - 3,20301075,1610612747,0.0,2.0,0.0,0.0,59.728
218.0,0.0,0.0,11.0,3.0,0.0,,34.0,20.0,1.0,Center(C),Goal Area,Less Than 8 ft.,Manchester United,2004-03-30,MANU vs. NOH,6022.0,"42.982923, -71.446094",shot - 39,,20301075,1610612747,11.0,3.0,0.0,34.0,20.0
266.0,-187.0,169.0,7.0,3.0,0.0,2003-04,17.0,45.0,1.0,,Penalty Spot,24+ ft.,Manchester United,2004-03-30,MANU vs. NOH,6023.0,,,shot - 3,20301075,1610612747,7.0,3.0,,17.0,102.4
317.0,186.0,-8.0,2.0,3.0,0.0,2003-04,5.0,38.0,1.0,Right Side(R),Mid Range,16-24 ft.,Manchester United,2004-03-30,MANU vs. NOH,6024.0,,shot - 21,,20301075,1610612747,97.7616,3.0,0.0,5.0,95.728
359.0,0.0,0.0,10.0,4.0,0.0,2003-04,44.0,20.0,0.0,Center(C),Goal Area,Less Than 8 ft.,Manchester United,2004-03-30,MANU vs. NOH,6026.0,"42.982923, -71.446094",shot - 39,,20301075,1610612747,10.0,4.0,0.0,112.7856,20.0
372.0,33.0,84.0,9.0,4.0,0.0,2003-04,30.0,29.0,0.0,Center(C),Goal Line,8-16 ft.,,2004-03-30,MANU vs. NOH,6027.0,,,shot - 3,20301075,1610612747,9.0,,0.0,30.0,29.0
8.0,-8.0,118.0,10.0,1.0,0.0,2003-04,41.0,31.0,0.0,Center(C),Goal Line,8-16 ft.,Manchester United,2004-04-01,MANU vs. HOU,6028.0,"42.982923, -71.446094",,shot - 3,20301088,1610612747,10.0,1.0,57.608000000000004,41.0,31.0
22.0,0.0,63.0,9.0,1.0,0.0,2003-04,1.0,26.0,1.0,Center(C),Goal Line,Less Than 8 ft.,Manchester United,2004-04-01,MANU vs. HOU,6029.0,"42.982923, -71.446094",shot - 26,,20301088,1610612747,9.0,1.0,0.0,1.0,26.0
70.0,72.0,38.0,3.0,1.0,0.0,2003-04,17.0,28.0,0.0,Right Side(R),Goal Line,8-16 ft.,Manchester United,,MANU vs. HOU,6030.0,"42.982923, -71.446094",shot - 42,,20301088,1610612747,3.0,1.0,112.60799999999999,17.0,28.0
117.0,131.0,117.0,10.0,2.0,0.0,,51.0,37.0,1.0,Right Side Center(RC),Mid Range,16-24 ft.,Manchester United,2004-04-01,MANU vs. HOU,6032.0,"42.982923, -71.446094",,shot - 3,20301088,1610612747,82.64,2.0,0.0,121.7856,37.0
119.0,0.0,0.0,10.0,2.0,0.0,2003-04,,20.0,1.0,Center(C),Goal Area,Less Than 8 ft.,Manchester United,2004-04-01,MANU vs. HOU,6033.0,"42.982923, -71.446094",shot - 4,,20301088,1610612747,10.0,,0.0,10.0,20.0
143.0,0.0,0.0,8.0,2.0,0.0,2003-04,0.0,20.0,1.0,Center(C),Goal Area,Less Than 8 ft.,Manchester United,2004-04-01,MANU vs. HOU,6034.0,"42.982923, -71.446094",shot - 4,,20301088,1610612747,8.0,2.0,0.0,0.0,20.0
156.0,0.0,0.0,5.0,2.0,,2003-04,43.0,20.0,1.0,Center(C),,Less Than 8 ft.,Manchester United,2004-04-01,MANU vs. HOU,6035.0,,shot - 4,,20301088,1610612747,98.64,2.0,0.0,43.0,20.0
187.0,-149.0,25.0,3.0,2.0,0.0,2003-04,8.0,35.0,0.0,Left Side(L),Mid Range,8-16 ft.,Manchester United,2004-04-01,MANU vs. HOU,6036.0,"42.982923, -71.446094",,shot - 3,20301088,1610612747,3.0,2.0,0.0,8.0,35.0
230.0,49.0,125.0,0.0,2.0,0.0,,,33.0,0.0,Center(C),Goal Line,8-16 ft.,Manchester United,2004-04-01,MANU vs. HOU,6037.0,"42.982923, -71.446094",,shot - 3,20301088,1610612747,0.0,2.0,86.8,14.0,33.0
282.0,-66.0,15.0,6.0,3.0,0.0,2003-04,32.0,26.0,0.0,Center(C),Goal Line,Less Than 8 ft.,Manchester United,2004-04-01,MANU vs. HOU,6038.0,"42.982923, -71.446094",shot - 11,,20301088,1610612747,6.0,3.0,0.0,32.0,26.0
309.0,195.0,141.0,4.0,3.0,0.0,2003-04,27.0,44.0,1.0,Right Side Center(RC),Penalty Spot,24+ ft.,Manchester United,2004-04-01,MANU vs. HOU,6040.0,"42.982923, -71.446094",shot - 28,,20301088,1610612747,42.64,3.0,86.928,27.0,44.0
,222.0,92.0,,3.0,0.0,2003-04,25.0,44.0,0.0,Right Side Center(RC),Penalty Spot,24+ ft.,Manchester United,,MANU vs. HOU,6041.0,"42.982923, -71.446094",shot - 44,,20301088,1610612747,,3.0,35.928000000000004,62.2,44.0
332.0,0.0,0.0,2.0,3.0,0.0,2003-04,34.0,20.0,1.0,Center(C),Goal Area,Less Than 8 ft.,Manchester United,2004-04-01,MANU vs. HOU,6042.0,"42.982923, -71.446094",shot - 12,,20301088,1610612747,2.0,3.0,0.0,,20.0
334.0,0.0,0.0,1.0,3.0,0.0,2003-04,56.0,20.0,0.0,Center(C),Goal Area,Less Than 8 ft.,Manchester United,2004-04-01,MANU vs. HOU,6043.0,,,shot - 4,20301088,1610612747,1.0,3.0,0.0,131.7856,
438.0,0.0,0.0,4.0,4.0,0.0,,51.0,20.0,0.0,Center(C),Goal Area,Less Than 8 ft.,Manchester United,2004-04-01,MANU vs. HOU,6044.0,"42.982923, -71.446094",,shot - 4,20301088,1610612747,4.0,4.0,93.60799999999999,86.2,20.0
439.0,-23.0,84.0,4.0,4.0,0.0,,49.0,28.0,1.0,Center(C),Goal Line,8-16 ft.,Manchester United,,MANU vs. HOU,6045.0,"42.982923, -71.446094",shot - 36,,20301088,1610612747,4.0,4.0,113.8,49.0,28.0
443.0,-43.0,43.0,4.0,4.0,0.0,2003-04,25.0,26.0,0.0,Center(C),Goal Line,Less Than 8 ft.,Manchester United,2004-04-01,MANU vs. HOU,6046.0,"42.982923, -71.446094",,shot - 3,20301088,1610612747,4.0,106.36,0.0,109.7856,26.0
49.0,174.0,-13.0,,1.0,0.0,,44.0,37.0,0.0,Right Side(R),Mid Range,16-24 ft.,Manchester United,2004-04-02,MANU @ SEA,6048.0,"47.633181, -122.308343",shot - 48,,20301100,1610612747,6.0,1.0,131.928,44.0,37.0
62.0,-29.0,2.0,5.0,1.0,0.0,2003-04,1.0,,0.0,Center(C),Goal Area,Less Than 8 ft.,Manchester United,2004-04-02,MANU @ SEA,6049.0,"47.633181, -122.308343",,shot - 4,20301100,1610612747,41.64,1.0,0.0,1.0,22.0
78.0,44.0,-3.0,3.0,1.0,0.0,2003-04,10.0,24.0,0.0,Center(C),Goal Line,Less Than 8 ft.,Manchester United,2004-04-02,MANU @ SEA,6050.0,"47.633181, -122.308343",,shot - 3,20301100,1610612747,3.0,1.0,0.0,54.7856,24.0
172.0,0.0,79.0,5.0,2.0,0.0,,17.0,27.0,1.0,Center(C),Goal Line,Less Than 8 ft.,Manchester United,2004-04-02,MANU @ SEA,6052.0,"47.633181, -122.308343",,shot - 3,20301100,1610612747,5.0,2.0,0.0,17.0,27.0
174.0,29.0,20.0,4.0,2.0,0.0,2003-04,45.0,23.0,0.0,Center(C),Goal Area,,Manchester United,2004-04-02,MANU @ SEA,6053.0,"47.633181, -122.308343",shot - 3,,20301100,1610612747,4.0,2.0,0.0,107.2,23.0
183.0,0.0,0.0,3.0,2.0,0.0,2003-04,56.0,,1.0,Center(C),Goal Area,Less Than 8 ft.,,2004-04-02,MANU @ SEA,6054.0,"47.633181, -122.308343",,shot - 1,20301100,1610612747,3.0,2.0,0.0,,20.0
242.0,209.0,156.0,9.0,3.0,,2003-04,,46.0,1.0,Right Side Center(RC),Penalty Spot,24+ ft.,Manchester United,2004-04-02,MANU @ SEA,6055.0,"47.633181, -122.308343",,shot - 3,20301100,1610612747,9.0,3.0,0.0,12.0,46.0
274.0,-245.0,-5.0,3.0,3.0,0.0,,52.0,44.0,1.0,Left Side(L),Left Corner,24+ ft.,Manchester United,2004-04-02,MANU @ SEA,6057.0,"47.633181, -122.308343",shot - 7,,20301100,1610612747,3.0,3.0,0.0,46.2,44.0
281.0,-172.0,130.0,2.0,3.0,0.0,2003-04,55.0,41.0,0.0,Left Side Center(LC),Mid Range,16-24 ft.,Manchester United,2004-04-02,MANU @ SEA,6058.0,"47.633181, -122.308343",,shot - 3,20301100,1610612747,2.0,3.0,129.608,55.0,41.0
313.0,-102.0,145.0,10.0,4.0,0.0,2003-04,45.0,37.0,0.0,Left Side Center(LC),,16-24 ft.,Manchester United,2004-04-02,MANU @ SEA,6059.0,"47.633181, -122.308343",shot - 43,,20301100,1610612747,10.0,4.0,0.0,45.0,37.0
352.0,-11.0,31.0,6.0,4.0,0.0,2003-04,34.0,23.0,1.0,Center(C),Goal Area,Less Than 8 ft.,Manchester United,2004-04-02,MANU @ SEA,6060.0,"47.633181, -122.308343",shot - 18,,20301100,1610612747,58.64,4.0,77.608,34.0,23.0
378.0,140.0,212.0,,4.0,0.0,2003-04,20.0,45.0,1.0,Right Side Center(RC),Penalty Spot,24+ ft.,Manchester United,2004-04-02,MANU @ SEA,6062.0,"47.633181, -122.308343",,shot - 3,20301100,1610612747,3.0,4.0,0.0,20.0,107.4
401.0,190.0,178.0,1.0,4.0,0.0,,11.0,46.0,0.0,Right Side Center(RC),Penalty Spot,24+ ft.,Manchester United,2004-04-02,MANU @ SEA,6063.0,"47.633181, -122.308343",shot - 36,,20301100,1610612747,1.0,4.0,27.8,11.0,46.0
12.0,0.0,0.0,9.0,1.0,0.0,2003-04,47.0,20.0,0.0,Center(C),Goal Area,Less Than 8 ft.,Manchester United,2004-04-04,MANU vs. SAS,6066.0,"42.982923, -71.446094",shot - 4,,20301110,1610612747,,1.0,86.8,47.0,20.0
32.0,52.0,107.0,7.0,1.0,0.0,2003-04,58.0,31.0,1.0,Center(C),Goal Line,8-16 ft.,Manchester United,2004-04-04,,6067.0,"42.982923, -71.446094",shot - 33,,20301110,1610612747,7.0,1.0,0.0,58.0,31.0
56.0,-122.0,105.0,4.0,1.0,0.0,,47.0,36.0,0.0,Left Side Center(LC),Mid Range,16-24 ft.,Manchester United,2004-04-04,MANU vs. SAS,6068.0,"42.982923, -71.446094",shot - 2,,20301110,1610612747,4.0,1.0,99.8,47.0,36.0
107.0,-131.0,143.0,11.0,2.0,0.0,2003-04,35.0,39.0,0.0,Left Side Center(LC),Mid Range,16-24 ft.,Manchester United,2004-04-04,MANU vs. SAS,6072.0,"42.982923, -71.446094",shot - 2,,20301110,1610612747,86.2,2.0,0.0,35.0,39.0
179.0,3.0,260.0,5.0,2.0,0.0,2003-04,,46.0,1.0,Center(C),Penalty Spot,24+ ft.,Manchester United,2004-04-04,MANU vs. SAS,6073.0,"42.982923, -71.446094",shot - 31,,20301110,1610612747,5.0,2.0,0.0,12.0,46.0
182.0,64.0,247.0,4.0,2.0,0.0,2003-04,45.0,45.0,0.0,Center(C),Penalty Spot,24+ ft.,Manchester United,2004-04-04,MANU vs. SAS,6074.0,"42.982923, -71.446094",shot - 36,,20301110,1610612747,4.0,2.0,0.0,45.0,45.0
204.0,41.0,10.0,3.0,2.0,0.0,2003-04,6.0,,0.0,Center(C),Goal Line,Less Than 8 ft.,Manchester United,2004-04-04,MANU vs. SAS,6075.0,"42.982923, -71.446094",,shot - 3,20301110,1610612747,112.64,2.0,0.0,6.0,24.0
228.0,-158.0,217.0,0.0,2.0,0.0,2003-04,10.0,46.0,0.0,Left Side Center(LC),Penalty Spot,24+ ft.,Manchester United,2004-04-04,MANU vs. SAS,6077.0,"42.982923, -71.446094",,shot - 3,20301110,1610612747,0.0,2.0,0.0,10.0,46.0
241.0,-179.0,224.0,0.0,2.0,0.0,2003-04,0.0,48.0,0.0,,Penalty Spot,24+ ft.,,2004-04-04,MANU vs. SAS,6078.0,"42.982923, -71.446094",,shot - 3,20301110,1610612747,0.0,2.0,0.0,0.0,48.0
268.0,0.0,0.0,9.0,3.0,0.0,2003-04,57.0,20.0,1.0,Center(C),Goal Area,Less Than 8 ft.,Manchester United,2004-04-04,MANU vs. SAS,6080.0,"42.982923, -71.446094",shot - 4,,20301110,1610612747,18.2,3.0,0.0,57.0,
288.0,0.0,0.0,7.0,3.0,0.0,2003-04,9.0,20.0,0.0,Center(C),Goal Area,Less Than 8 ft.,Manchester United,2004-04-04,MANU vs. SAS,6082.0,"42.982923, -71.446094",shot - 4,,20301110,1610612747,7.0,3.0,0.0,9.0,20.0
308.0,161.0,105.0,4.0,3.0,0.0,2003-04,32.0,39.0,0.0,Right Side(R),Mid Range,16-24 ft.,Manchester United,2004-04-04,MANU vs. SAS,6083.0,"42.982923, -71.446094",,shot - 3,20301110,1610612747,4.0,3.0,0.0,,39.0
313.0,-172.0,227.0,3.0,3.0,0.0,2003-04,55.0,48.0,0.0,Left Side Center(LC),Penalty Spot,24+ ft.,Manchester United,2004-04-04,MANU vs. SAS,6084.0,"42.982923, -71.446094",shot - 36,,20301110,1610612747,23.64,27.36,0.0,55.0,48.0
390.0,167.0,28.0,9.0,,0.0,2003-04,14.0,36.0,0.0,Right Side(R),,16-24 ft.,Manchester United,2004-04-04,MANU vs. SAS,6087.0,,,shot - 3,20301110,1610612747,96.64,4.0,0.0,97.2,36.0
392.0,-61.0,22.0,,4.0,0.0,2003-04,1.0,26.0,0.0,Center(C),Goal Line,Less Than 8 ft.,Manchester United,2004-04-04,MANU vs. SAS,6088.0,"42.982923, -71.446094",,shot - 3,20301110,1610612747,9.0,4.0,0.0,1.0,26.0
414.0,0.0,0.0,6.0,4.0,0.0,2003-04,35.0,20.0,1.0,Center(C),Goal Area,Less Than 8 ft.,Manchester United,2004-04-04,,6089.0,"42.982923, -71.446094",,shot - 4,20301110,1610612747,6.0,,0.0,35.0,61.4
461.0,-186.0,194.0,1.0,4.0,0.0,,53.0,46.0,1.0,Left Side Center(LC),Penalty Spot,24+ ft.,Manchester United,2004-04-04,MANU vs. SAS,6090.0,"42.982923, -71.446094",shot - 14,,20301110,1610612747,1.0,4.0,0.0,53.0,39.4
36.0,130.0,-18.0,8.0,1.0,0.0,2003-04,38.0,33.0,0.0,Right Side(R),Mid Range,8-16 ft.,Manchester United,2004-04-06,MANU vs. POR,6092.0,"42.982923, -71.446094",shot - 3,,20301121,1610612747,8.0,1.0,0.0,,33.0
65.0,-172.0,192.0,5.0,1.0,0.0,2003-04,31.0,45.0,0.0,Left Side Center(LC),Penalty Spot,24+ ft.,Manchester United,2004-04-06,MANU vs. POR,6093.0,"42.982923, -71.446094",shot - 17,,20301121,1610612747,5.0,45.36,0.0,87.2,101.4
68.0,-148.0,22.0,4.0,1.0,0.0,2003-04,57.0,34.0,0.0,Left Side(L),Mid Range,8-16 ft.,Manchester United,2004-04-06,MANU vs. POR,6094.0,"42.982923, -71.446094",shot - 47,,20301121,1610612747,4.0,1.0,119.60799999999999,57.0,66.4
71.0,-29.0,35.0,4.0,,0.0,2003-04,30.0,24.0,0.0,Center(C),Goal Line,Less Than 8 ft.,Manchester United,2004-04-06,MANU vs. POR,6095.0,"42.982923, -71.446094",,shot - 3,20301121,1610612747,84.64,86.6,0.0,30.0,24.0
110.0,94.0,169.0,11.0,2.0,0.0,2003-04,22.0,39.0,1.0,Right Side Center(RC),Mid Range,16-24 ft.,Manchester United,2004-04-06,MANU vs. POR,6096.0,"42.982923, -71.446094",,shot - 3,20301121,1610612747,58.64,2.0,0.0,22.0,
146.0,0.0,0.0,7.0,2.0,0.0,2003-04,7.0,20.0,0.0,Center(C),Goal Area,Less Than 8 ft.,Manchester United,2004-04-06,MANU vs. POR,6098.0,"42.982923, -71.446094",,shot - 4,20301121,1610612747,7.0,2.0,0.0,7.0,20.0
149.0,,0.0,7.0,2.0,0.0,2003-04,0.0,,0.0,,Goal Area,,Manchester United,2004-04-06,MANU vs. POR,6100.0,"42.982923, -71.446094",shot - 39,,20301121,1610612747,7.0,2.0,0.0,0.0,20.0
185.0,49.0,72.0,3.0,2.0,0.0,2003-04,2.0,28.0,0.0,Right Side(R),Goal Line,8-16 ft.,Manchester United,2004-04-06,MANU vs. POR,6101.0,"42.982923, -71.446094",,shot - 3,20301121,1610612747,3.0,111.36,0.0,2.0,28.0
200.0,0.0,0.0,2.0,,0.0,2003-04,2.0,20.0,0.0,Center(C),Goal Area,Less Than 8 ft.,Manchester United,2004-04-06,MANU vs. POR,6103.0,"42.982923, -71.446094",,shot - 4,20301121,1610612747,2.0,48.36,0.0,2.0,20.0
257.0,-115.0,237.0,9.0,3.0,0.0,,11.0,46.0,0.0,Left Side Center(LC),Penalty Spot,24+ ft.,Manchester United,2004-04-06,MANU vs. POR,6105.0,"42.982923, -71.446094",shot - 2,,20301121,1610612747,9.0,3.0,88.60799999999999,11.0,46.0
261.0,-243.0,-23.0,,3.0,,2003-04,56.0,44.0,0.0,Left Side(L),Left Corner,24+ ft.,Manchester United,2004-04-06,,6107.0,"42.982923, -71.446094",shot - 53,,20301121,1610612747,8.0,3.0,110.60799999999999,56.0,44.0
337.0,,82.0,0.0,3.0,0.0,,22.0,41.0,1.0,Left Side(L),Mid Range,16-24 ft.,Manchester United,2004-04-06,MANU vs. POR,6110.0,"42.982923, -71.446094",shot - 1,,20301121,1610612747,0.0,3.0,0.0,22.0,41.0
374.0,222.0,-8.0,8.0,,0.0,2003-04,30.0,42.0,0.0,Right Side(R),Right Corner,24+ ft.,Manchester United,2004-04-06,MANU vs. POR,6111.0,"42.982923, -71.446094",shot - 38,,20301121,1610612747,89.64,,0.0,97.7856,42.0
